doc_id,our_name,paldinox_name,match_confidence,match_score,paldinox_sku,sku_method,source_url,cat,price
"HjzoCIoitpdkbuu8fvrA","תבנית הגשה מלבנית Flower Festival בצבע כחול","","url_only","","M51019012","json-ld","https://paldinox.co.il/product/flower-festival-%d7%aa%d7%91%d7%a0%d7%99%d7%aa-%d7%94%d7%92%d7%a9%d7%94-%d7%9e%d7%9c%d7%91%d7%a0%d7%99%d7%aa-27-5-18-5-%d7%a1%d7%9e-%d7%9b%d7%97%d7%95%d7%9c/","כלי שולחן והגשה","271.65"
"I5KNGIbrrZOT9tJzy1yL","זוג נרות ריחניים אמבר וריח רענן בטון חום ולבן גובה 6.6 ס”מ קוטר 16.2 ס”מ","זוג נרות ריחניים אמבר וריח רענן בטון חום ולבן גובה 6.6 ס”מ קוטר 16.2 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%96%d7%95%d7%92-%d7%a0%d7%a8%d7%95%d7%aa-%d7%a8%d7%99%d7%97%d7%a0%d7%99%d7%99%d7%9d-%d7%90%d7%9e%d7%91%d7%a8-%d7%95%d7%a8%d7%99%d7%97-%d7%a8%d7%a2%d7%a0%d7%9f-%d7%91%d7%98%d7%95%d7%9f-%d7%97%d7%95/","עיצוב הבית","215.23"
"II6PQJ3HomK0vW417q39","סט 6 כוסות אספרסו ורוד וצבעוני – New Bone China","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9b%d7%95%d7%a1-%d7%90%d7%a1%d7%a4%d7%a8%d7%a1%d7%95-%d7%aa%d7%97%d7%aa%d7%99%d7%aa-pink-spring-%d7%95%d7%a8%d7%95%d7%93-%d7%a6%d7%91%d7%a2%d7%95%d7%a0%d7%99-80-%d7%9e%d7%9c-new-bon/","כלי שולחן והגשה","335.5"
"IIWJXIcxMjIApIodenws","h76 מנורת שולחן שחורה קריסטל זהב D40(2חל’)","h76 מנורת שולחן שחורה קריסטל זהב D40(2חל’)","exact","1.00","X4469","json-ld","https://paldinox.co.il/product/h76-%d7%9e%d7%a0%d7%95%d7%a8%d7%aa-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%a9%d7%97%d7%95%d7%a8%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%96%d7%94%d7%91-d402%d7%97%d7%9c/","עיצוב הבית","1413.19"
"ILzfhVNUsVViNrRPtGwo","h28 מעמד קומותיים מלבני זהב 30/14סמ","h28 מעמד קומותיים מלבני זהב  30/14סמ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h28-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-30-14%d7%a1%d7%9e-2/","עיצוב הבית","250.44"
"IeRJ992djMxLsXsUWzIp","h9/22 מאפרה מרובעת לבנה עם מכסה קרמיקה ואריה זהב","h9/22 מאפרה מרובעת לבנה עם מכסה קרמיקה ואריה זהב","exact","1.00","X4848WZ","json-ld","https://paldinox.co.il/product/h9-22-%d7%9e%d7%90%d7%a4%d7%a8%d7%94-%d7%9e%d7%a8%d7%95%d7%91%d7%a2%d7%aa-%d7%9c%d7%91%d7%a0%d7%94-%d7%a2%d7%9d-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a7%d7%a8%d7%9e%d7%99%d7%a7%d7%94-%d7%95%d7%90%d7%a8%d7%99/","עיצוב הבית","236.99"
"Ig6QPftHYpDhGEPu3M1g","סט תחתיות על מעמד ניקל","סט תחתיות על מעמד ניקל","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a1%d7%98-%d7%aa%d7%97%d7%aa%d7%99%d7%95%d7%aa-%d7%a2%d7%9c-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a0%d7%99%d7%a7%d7%9c-2/","כלי שולחן והגשה","84.8"
"IgOn0IlT1WukU8rttnPm","קערת מתכת עגולה על רגל קוטר 18 גובה 9 ס”מ","קערת מתכת עגולה על רגל קוטר 18 גובה 9 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h9d18-%d7%a7%d7%a2%d7%a8%d7%aa-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%94-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c/","עיצוב הבית","115.3"
"IpEduxe6MrbpL9JUeMFM","סט 5 פמוטים זהב על מגש עגול","","url_only","","","HTTP_404","https://paldinox.co.il/product/5-%d7%a4%d7%9e%d7%95%d7%98%d7%99-%d7%96%d7%94%d7%91-%d7%a2%d7%9c-%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%92%d7%95%d7%91%d7%94-88-5-%d7%a1%d7%9e-%d7%a7%d7%95%d7%98%d7%a8-22-%d7%a1%d7%9e/","עיצוב הבית","628.32"
"J1RwjzFqq0TPlJAQDXLY","מעמד מתכת לנייר מטבח בז’ גובה 30 קוטר 16 ס”מ","מעמד מתכת לנייר מטבח בז’ גובה 30 קוטר 16 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9c%d7%a0%d7%99%d7%99%d7%a8-%d7%9e%d7%98%d7%91%d7%97-%d7%91%d7%96-%d7%92%d7%95%d7%91%d7%94-30-%d7%a7%d7%95%d7%98%d7%a8-16-%d7%a1%d7%9e/","כלי שולחן והגשה","54.35"
"J4j4UJmxxPRjYoqOP1l8","סט 3 צנצנות זכוכית אחסון שחור מט וזהב","","url_only","","AL30002B","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%9e%d7%96%d7%95%d7%9f-%d7%9c%d7%97%d7%99%d7%a6%d7%aa-%d7%95%d7%90%d7%a7%d7%95%d7%9d-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%97%d7%95%d7%a8/","כלי שולחן והגשה","193.5"
"JBi4aJMDEdctxLdoFWnH","סט 6 צלחות מרק חאקי – Blush.Bird","","url_only","","M51001212","json-ld","https://paldinox.co.il/product/blush-bird-%d7%a1%d7%986-%d7%a6%d7%9c%d7%97%d7%aa-%d7%9e%d7%a8%d7%a7-21-5%d7%a1%d7%9e-%d7%97%d7%90%d7%a7%d7%99/","כלי שולחן והגשה","445.16"
"KUkNEQIEHmryhDUhXREH","אגרטל עציץ מתכת בגוון זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/h54d66-%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9c%d7%a2%d7%a6%d7%99%d7%a5-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91/","עיצוב הבית","1830.94"
"KY19QSeT0PFlTW7KD8jG","פסלון עץ על בסיס שחור","","url_only","","","HTTP_404","https://paldinox.co.il/product/h26-24-%d7%a4%d7%a1%d7%9c%d7%95%d7%9f-%d7%a9%d7%9c-%d7%a2%d7%a5-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%a9%d7%97%d7%95%d7%a8/","עיצוב הבית","336.98"
"Kc5i3mmXuzDZNgudHjFT","מלקחיים לעוגה נירוסטה משונן ציפוי זהב","מלקחיים לעוגה נירוסטה משונן ציפוי זהב","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%a7%d7%97%d7%99%d7%99%d7%9d-%d7%9c%d7%a2%d7%95%d7%92%d7%94-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98%d7%94-%d7%9e%d7%a9%d7%95%d7%a0%d7%9f-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","32.46"
"KfIHFcRVr8brkILvzEDP","מלקחיים לעוגה נירוסטה עם ציפוי זהב","מלקחיים לעוגה נירוסטה עגול ציפוי זהב","fuzzy","0.83","X4847B","json-ld","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%a7%d7%97%d7%99%d7%99%d7%9d-%d7%9c%d7%a2%d7%95%d7%92%d7%94-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98%d7%94-%d7%9e%d7%a9%d7%95%d7%a0%d7%9f-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%96%d7%94%d7%91-2/","כלי שולחן והגשה","32.46"
"KfztJ8JESoD7xbeaa7hT","קישוט פסנתר קריסטל בגוון ענבר ואפור","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%99%d7%a9%d7%95%d7%98-%d7%a4%d7%a1%d7%a0%d7%aa%d7%a8-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a2%d7%a0%d7%91%d7%a8-%d7%a9%d7%99%d7%9c%d7%95%d7%91-%d7%90%d7%a4%d7%95%d7%a8-12-5-10-%d7%92%d7%95/","עיצוב הבית","258.72"
"KiKJV8S6U4y517o1Nd5a","סט 4 עגלות הגשה 3 קומות זהב","","url_only","","P309Z","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%91%d7%94-76-%d7%a1%d7%9e/","כלי שולחן והגשה","1065.3"
"L7g2YO98F5ZRoidZUhsE","סט 6 כוסות ויסקי CASABLANCA","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%986-%d7%9b%d7%95%d7%a1-%d7%95%d7%99%d7%a1%d7%a7%d7%99-casablanca/","כלי שולחן והגשה","323.93"
"LN1IHJJ0n6qq1WKyWP6M","אגרטל מתכת Jolie בגוון ורוד","","url_only","","","HTTP_404","https://paldinox.co.il/product/jolie-%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%95%d7%a8%d7%95%d7%93-%d7%92%d7%95%d7%91%d7%94-33-%d7%a7%d7%95%d7%98%d7%a8-19-%d7%a1%d7%9e-home-decor/","עיצוב הבית","384.81"
"LYXqagvtjDz5ZCSoTBEy","מגש הגשה מתכת בציפוי כסף עם שוליים זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%9b%d7%a1%d7%a3-%d7%a9%d7%95%d7%9c%d7%99%d7%99%d7%9d-%d7%96%d7%94%d7%91-36-23-5-%d7%92%d7%95%d7%91%d7%94-8-%d7%a1%d7%9e-2/","כלי שולחן והגשה","211.2"
"Lg7HqJX8Uj3S0D3VcbWs","סט 4 עגלות הגשה עגולות 4 קומות","","url_only","","P430G","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%a2%d7%92%d7%95%d7%9c%d7%94-4-%d7%a7%d7%95%d7%9e%d7%95%d7%aa/","כלי שולחן והגשה","847.89"
"LswtKdukgCRVG31uDX4X","מעמד לעציץ עגול מתכת שחורה","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%9c%d7%a2%d7%a6%d7%99%d7%a5-%d7%a2%d7%92%d7%95%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-%d7%92%d7%95%d7%91%d7%94-33-%d7%a1%d7%9e-%d7%a7%d7%95%d7%98%d7%a8-1/","עיצוב הבית","128.27"
"Luq0SJvKwkooa2EGgdLi","מעמד קומותיים מתכת בגימור זהב עם פעמון זכוכית","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a2%d7%9e%d7%95%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7/","עיצוב הבית","457.56"
"MKDTixbBXIipOBfzvDeT","סט 2 קערות Royal","","url_only","","","HTTP_404","https://paldinox.co.il/product/royal-%d7%a1%d7%982-%d7%a7%d7%a2%d7%a8%d7%95%d7%aa-23%d7%a1%d7%9e6-2/","כלי שולחן והגשה","650.05"
"MKPz9qv55cSh91rqSTzp","La Majorelle סט6 צלחת 26.5סמ ורוד","La Majorelle סט6 צלחת 26.5סמ ורוד","exact","1.00","","HTTP_404","https://paldinox.co.il/product/la-majorelle-%d7%a1%d7%986-%d7%a6%d7%9c%d7%97%d7%aa-26-5%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93/","כלי שולחן והגשה","525.05"
"MPrd00s3xRPdNGDn40pj","אגרטל מתכת שחור גבוה","","url_only","","X5259B","json-ld","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-41-5-41-5-%d7%92%d7%95%d7%91%d7%94-77-5-%d7%a1%d7%9e-2/","עיצוב הבית","1193.59"
"MaAThjdGl5TV7WZxY1sT","מעמד הגשה שיש לבן עם 3 קעריות בטבעת זהב","","url_only","","X5989","json-ld","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%94%d7%92%d7%a9%d7%94-%d7%96%d7%94%d7%91-3-%d7%a7%d7%a2%d7%a8%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%91%d7%9f-%d7%91%d7%98%d7%91%d7%a2%d7%aa-%d7%92%d7%95%d7%91/","כלי שולחן והגשה","476.13"
"MtPhb8PlwuBgOnGYpAQk","סט תחתיות על מעמד ניקל","סט תחתיות על מעמד ניקל","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a1%d7%98-%d7%aa%d7%97%d7%aa%d7%99%d7%95%d7%aa-%d7%a2%d7%9c-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a0%d7%99%d7%a7%d7%9c/","כלי שולחן והגשה","84.8"
"N4XqJdKJItLP1t2ifW3E","Ella ivory סט 4 צלחות מלבני זכוכית 24/17 ס”מ","Ella ivory סט 4 צלחות מלבני זכוכית 24/17 ס”מ","exact","1.00","X5932E","json-ld","https://paldinox.co.il/product/ella-ivory-%d7%a1%d7%98-4-%d7%a6%d7%9c%d7%97%d7%95%d7%aa-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-24-17-%d7%a1%d7%9e/","כלי שולחן והגשה","163.06"
"NPsVSayuu4JjQyO7BUWS","סט 3 צנצנות זכוכית אפורה עם מכסה נירוסטה – 1.5 ליטר","","url_only","","X4345","json-ld","https://paldinox.co.il/product/h20-%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%9e%d7%a8%d7%95%d7%91%d7%a2%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%90%d7%a4%d7%95%d7%a8%d7%94-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a0-2/","עיצוב הבית","215.21"
"NUGjh8YYA2cDRymcmVXp","תיק עיצוב בגוון תכלת Royal","","url_only","","","HTTP_404","https://paldinox.co.il/product/royal-%d7%aa%d7%99%d7%a7-%d7%aa%d7%9b%d7%9c%d7%aa-%d7%9e%d7%a2%d7%95%d7%a6%d7%91-3844-5/","כלי שולחן והגשה","52.15"
"NYfgzsy6kRhMynIKddTf","סט קריסטל לכלה – פמוטים, כוס קידוש ומגש בעיצוב ענבר","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%9c%d7%9b%d7%9c%d7%94-%d7%96%d7%95%d7%92-%d7%a4%d7%9e%d7%95%d7%98%d7%99%d7%9d-%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9e%d7%92%d7a--2/","כלי שולחן והגשה","410.91"
"NcEgbrrt8iYYnnfO224O","מעמד לסכו”ם מתכת/ זהב פרח בסיס עץ","מעמד לסכו”ם מתכת/ זהב פרח בסיס עץ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%9c%d7%a1%d7%9b%d7%95%d7%9d-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a8%d7%97-%d7%91%d7%a1%d7%99%d7%a1-%d7%a2%d7%a5/","עיצוב הבית","65.23"
"Nf9icwYA6lRO06jGl0eX","סט 2 סלסלות אלומיניום מלבניות בצבע זהב עם ידיות","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-2-%d7%a1%d7%9c%d7%a1%d7%9c%d7%95%d7%aa-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%9e%d7%9c%d7%91%d7%a0%d7%99%d7%95%d7%aa-%d7%96%d7%94%d7%91-%d7%a2%d7%9d-%d7%99%d7%93%d7%99/","כלי שולחן והגשה","173.92"
"NnnC5NluouklSbdwOj4h","סט 3 צנצנות זכוכית ופורצלן עם מכסים ועיטורים זהב","","url_only","","X5469","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%a4%d7%95%d7%a8%d7%a6%d7%9c%d7%9f-%d7%95%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a2%d7%9c-%d7%9e%d7%92%d7%a9-%d7%90%d7%9c%d7%95-%d7%9e%d7%9b/","כלי שולחן והגשה","497.89"
"NzuqnJqjPwLBAzUf8UqK","אגרטל זכוכית שקופה עם פס זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%a4%d7%a1-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%91%d7%94-23-%d7%a7%d7%95%d7%98%d7%a8-12-5-%d7%a1/","עיצוב הבית","84.8"
"OaMwJLJIKnUaEVXCgZXp","שעון קיר לבן וזהב דיזיין מודרני – קוטר 50 ס""מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a9%d7%a2%d7%95%d7%9f-%d7%a7%d7%99%d7%a8-%d7%9c%d7%91%d7%9f-%d7%96%d7%94%d7%91-%d7%a7%d7%95%d7%98%d7%a8-50-%d7%a1%d7%9e-%d7%9e%d7%a1%d7%92%d7%a8%d7%aa-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99/","עיצוב הבית","389.15"
"OcUPMcyiYoMgGnz9yJYa","קערה מרובעת על רגליים ציפוי כסף 11/11 ס”מ גובה 4.5 ס”מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%a2%d7%a8%d7%94-%d7%9e%d7%a8%d7%95%d7%91%d7%a2%d7%aa-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c%d7%99%d7%99%d7%9d-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%9b%d7%a1%d7%a3-11-11-%d7%a1%d7%9e-%d7%92%d7%95/","כלי שולחן והגשה","50.01"
"P2afvruUfqCZuJ9MN5q3","אגרטל פראג מקריסטל","","url_only","","","HTTP_404","https://paldinox.co.il/product/57300-%d7%a4%d7%a8%d7%90%d7%92-%d7%90%d7%92%d7%a8%d7%98%d7%9c-300/","עיצוב הבית","497.89"
"PUeB8LWaQbFB8FWIqzey","מגש עגול עם רגל אלומיניום זהב – עיצוב ערבסק","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%a2%d7%a8%d7%91%d7%a1%d7%a7-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%91/","כלי שולחן והגשה","291.88"
"Pqsf1WQoTkMiQq9AgAQz","בונבונירת קריסטל עם מכסה Origami","","url_only","","","HTTP_404","https://paldinox.co.il/product/22-518-%d7%91%d7%95%d7%a0%d7%91%d7%95%d7%a0%d7%99%d7%a8%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%95%d7%9e%d7%9b%d7%a1%d7%94-origami/","כלי שולחן והגשה","358.74"
"QK5Xhb0cNLcZY173OXAW","אגרטל מתכת בגוון ירוק לעיצוב הבית","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-home-deco-%d7%99%d7%a8%d7%95%d7%a7-h32d18/","עיצוב הבית","432.64"
"QPymuiPYfHiOehzDKPTG","זוג נרות ונילה בזכוכית זהב בצורת פירמידה","","url_only","","","HTTP_404","https://paldinox.co.il/product/h11-%d7%96%d7%95%d7%92-%d7%a0%d7%a8%d7%95%d7%aa-%d7%95%d7%a0%d7%99%d7%9c%d7%94-9-5-%d7%a1%d7%9e-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a4%d7%a8%d7%9e%d7%99%d7%93%d7%94-%d7%96%d7%94%d7%91/","עיצוב הבית","130.45"
"QcvP3gDDMdz8ZNA0QyYr","סט 3 מעמדי נרות קרמיקה שחורה עם אריה זהב","","url_only","","X4854B","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-3-%d7%9e%d7%a2%d7%9e%d7%93%d7%99%d7%9d-%d7%9c%d7%a0%d7%a8-%d7%a7%d7%a8%d7%9e%d7%99%d7%a7%d7%94-%d7%a9%d7%97%d7%95%d7%a8%d7%94-%d7%90%d7%a8%d7%99%d7%94-%d7%96%d7%94%d7%91-h16-12-11/","עיצוב הבית","236.99"
"QfbFn9cntjjkEtIeu9FT","גלובוס ברונזה לעיצוב הבית","","url_only","","X1758A","json-ld","https://paldinox.co.il/product/h22-%d7%92%d7%9c%d7%95%d7%91%d7%95%d7%a1-%d7%91%d7%a8%d7%95%d7%a0%d7%96%d7%94-2/","עיצוב הבית","367.42"
"Qhe7DP7ebZgXPwaasBSe","סט 4 עגלות הגשה בעיצוב זהב – 3 קומות","","url_only","","X4202Z","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","930.53"
"QklghBT92WB5ZT6vH7E5","שישיית נרות על בסיס זהב מזכוכית יוקרתית","","url_only","","X4776","json-ld","https://paldinox.co.il/product/h45d35-5-%d7%a9%d7%99%d7%a9%d7%99%d7%99%d7%aa-%d7%a2%d7%a9%d7%a9%d7%99%d7%95%d7%aa-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%96%d7%94%d7%91-%d7%9e%d7%a2%d7%9e%d7%93-%d7%96%d7%9b%d7%95%d7%9b%d7%99/","עיצוב הבית","542.58"
"Qo5bAA7RF4SaBYl6kKud","אגרטל טרוורטין עגול – 20 ס""מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%98%d7%a8%d7%95%d7%95%d7%a8%d7%98%d7%99%d7%9f-%d7%a2%d7%92%d7%95%d7%9c-%d7%a7%d7%95%d7%98%d7%a8-10-%d7%92%d7%95%d7%91%d7%94-20-%d7%a1%d7%9e/","עיצוב הבית","106.54"
"QskXTwP2272G3bAlO2Qf","מנורת רצפה שחורה בעיצוב נוצות","","url_only","","X4212","json-ld","https://paldinox.co.il/product/h158d85-%d7%9e%d7%a0%d7%95%d7%a8%d7%aa-%d7%a8%d7%a6%d7%a4%d7%94-%d7%a2%d7%99%d7%98%d7%95%d7%a8-%d7%a0%d7%95%d7%a6%d7%95%d7%aa-%d7%a9%d7%97%d7%95%d7%a8%d7%95%d7%aa/","עיצוב הבית","1500.12"
"R8c4fdFrOI67i9vU7dGk","אגרטל מתכת עגול ורוד","","url_only","","","HTTP_404","https://paldinox.co.il/product/home-decor-%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%92%d7%95%d7%9c-%d7%92%d7%95%d7%91%d7%94-40-%d7%a7%d7%95%d7%98%d7%a8-24-%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93-2/","עיצוב הבית","423.97"
"R8g6LSID5ZSo4z6nOwzK","עששית אמייל ורוד","","url_only","","M51092089","json-ld","https://paldinox.co.il/product/%d7%a2%d7%a9%d7%a9%d7%99%d7%aa-%d7%90%d7%9e%d7%99%d7%99%d7%9c-home-decor-%d7%95%d7%a8%d7%95%d7%93-h22d10-5-2/","כלי שולחן והגשה","376.66"
"RF4IzoKNM78sLE4e5iVN","סט 6 קעריות Heritage בגוון ורוד","","url_only","","M51003176","json-ld","https://paldinox.co.il/product/heritage-%d7%a1%d7%98-6-%d7%a7%d7%a2%d7%a8%d7%99%d7%95%d7%aa-%d7%a7%d7%95%d7%98%d7%a8-12-%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93/","כלי שולחן והגשה","317.32"
"RrWpg6bbGHVQTS7a3Fnj","אגרטל זכוכית 1400 מ”ל גובה 27.5 ס”מ","אגרטל זכוכית 1400 מ”ל גובה 27.5 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-1400-%d7%9e%d7%9c-%d7%92%d7%95%d7%91%d7%94-27-5-%d7%a1%d7%9e/","עיצוב הבית","108.72"
"RrlDAh78lTV0UNaZIQoo","12 יחי שרך לתליה ירוק h80","12 יחי שרך לתליה ירוק h80","exact","1.00","X4799","json-ld","https://paldinox.co.il/product/12-%d7%99%d7%97%d7%99-%d7%a9%d7%a8%d7%9a-%d7%9c%d7%aa%d7%9c%d7%99%d7%94-%d7%99%d7%a8%d7%95%d7%a7-h80/","עיצוב הבית","432.64"
"RymKcoZabxKYd8hsiDVV","סט 6 כוסות ויסקי קריסטל LENAS","LENAS סט 6 כוסות ויסקי קריסטל 300 מ”ל","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/lenas-%d7%a1%d7%98-6-%d7%9b%d7%95%d7%a1%d7%95%d7%aa-%d7%95%d7%99%d7%a1%d7%a7%d7%99-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-300-%d7%9e%d7%9c/","כלי שולחן והגשה","293.49"
