id,source,category,subCategory,sku,supplierCode,status,soferId,name
"2keKm7SKOQDhWjEVQFQP","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית דמוי עור לבן עם כיתוב בולט"
"2uDv4P6A0AGxqCHWps9j","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קורדרוי ודמוי עור עם אותיות בולטות"
"2ucm4xWkY797OUg4raSC","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בעיצוב אלגנטי"
"2vPbzEq6ZRkjOCfIfFIf","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור קאמל – עיצוב מהודר עם כיתוב יברכך"
"2zcPUuSwyFgq4sSmZWM3","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין כחול כהה דמוי עור עם ריקמה"
"356MdqbZvZhNKbQpsStn","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור שחור עם כיתוב 'יברכך'"
"39lBbIstTTL5J2hnoG8n","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית פשתן ודמוי עור עם ריקמה אלגנטית"
"3CIz4LkY22gNf8RQrwQS","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קורדרוי ודמוי עור עם אותיות בולטות"
"3EoGqAw8PduXdDHGMOmc","","סט טלית תפילין","סטים פיו","","","active","","סט תיק טלית ותפילין לבן – יברכך אותיות זהב"
"3GLqeNPqx5x6am3b39SI","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור קאמל עם רקמה 'יברכך'"
"3HYju81KANsp5VtBCZ8U","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור כחול כהה"
"3IkPbYfYu8kFu5BYcKTN","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"3J9CsPSpEVNjx40lMKsJ","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד פשתן עם כיתוב ""יברכך"""
"3LJuPPavL9KNNKOEAw3u","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית מהודר בצבע שחור"
"3MJMbNurb7IBRpjAmGlw","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין מופת פלסטיק כסוף עם פלקטה – מידה 33"
"3NcPWjczpswm4I9IEO7y","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין מופת פלסטיק כסוף עם פלקטה – מידה 35"
"3NsxicZUFVUFrk03YzdM","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור"
"3QUdb1lveJdmoftZwa1x","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן מהודר"
"3WL3EpCAYaGlwvEAkfyK","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור לבן עם כתר"
"3WkknYOlE2DxnpGKN8Ig","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור שחור עם ריקמה"
"3aNtLIkfxBQp4O0nuTC3","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור מהודר"
"3cB0RngV5PaIR9XwSYu3","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"3gTlF5y0pq04ZhKshDh9","","סט טלית תפילין","סטים קורדרוי","","","active","","סט טלית ותפילין קורדרוי"
"3k1uvbMmjDFKDZREbnMr","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם אותיות בולטות"
"3mz7KZ44DH58wVpFjNkE","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד ארוג אפור עם רקמה"
"3pN5IfMkY2MyCbL9dxuJ","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה עם ריקמה"
"3pYqiJyp6HwRwQkRumEQ","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה עם ריקמה"
"3risolYxqvBTpK0wPE4q","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם כיתוב ""ויברכך"""
"3tSk6O2gZr8KjsIugMOO","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול שחור עם חלוקה פנימית"
"3x40NVduENyvtXXsN2un","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בעיצוב אלגנטי"
"3xRiRfcS0GYWt6wUIehk","","סט טלית תפילין","תיקים","","","active","","תיק טלית ותפילין דמוי עור עם ידית"
"41FMlbp7hYJLAScSKJnV","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"46xOKSzuIfirdEjEnoE0","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין יברכך דמוי עור"
"47vPam6IGCNv4DYe4sMp","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין רש""י ר""ת דמוי עור"
"47xh9P2HavPizURtA0Pv","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בטון עם הדפס ""ויברכך"" כסף"
"4EkQtM4QGJQ3Ov4LQATE","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין מפואר עם ידית"
"4F36MEMYlQfQMaDzbKwZ","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור אפור כהה עם הדפס ""יברכך"""
"4Inh2r4OCW0qwdenrQpD","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור לבן עם כיתוב ויברכך"
"4McBM9yZ2NXB75vPxAc3","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם כיתוב ""ויברכך"""
"4NEPzEOVZmNguocSuEi8","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור עם אותיות בולטות"
"4NRzXb3cboTWmEfV3B70","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור שחור עם רקמה מפואר"
"4OE9BHW8aPvtKPsorY0j","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קורדרוי ודמוי עור עם ריקמה מפואר"
"4SC98GC5YPZP5SpKpTcV","","סט טלית תפילין","סטים פיו","","","active","","סט טלית ותפילין פיו אפור בהיר"
"4TQ21vtS1iUBUGaIjV1S","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין ועטרה פשתן ""יברכך"""
"4Uc3243JI6HnUrVO3MOm","","בתי מזוזה","","","","rejected","yHkibC4ZnRtKds4y9IRD","‏בית לבן למזוזה גודל 20"
"4WWYvUZUl8X5mJMvpluQ","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית מהודר בשחור ואפור עם ידית"
"4WxSKDp1zMYt9WMjTQqe","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין קטיפה משי ""יברכך"""
"4XSaxRV9rlhj5YrBkOsx","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור שחור מהודר"
"4Y9J8JsjplzguB7dLvLq","","סט טלית תפילין","סטים רקמה","","","active","","סט טלית תפילין עם רקמה בולטת"
"4YdHPj5cYLTaqdWKSYjx","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם אותיות בולטות"
"4YffCGZAi1vFxYWYOofs","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין ""אדיר"" טרמי ג'ינס כחול כהה"
"4c69aGCxPm8Dw51PFGy8","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו לבן – אותיות בולטות יברכך"
"4c9mZWGCaGGl6BMKhPGm","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין ""מופת"" פלסטיק כסוף עם פלקטה"
"4krCJtFWzc42igvQSp58","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור – 25×22 ס""מ"
"4lE4NcrlCA5KUEpBiSbI","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין קטן חום כהה עם אותיות בולטות"
"4lM7JRhXLvOu62AKDUTa","","סט טלית תפילין","סטים רקמה","","","active","","סט טלית תפילין רקמה בולטת"
"4o3axDFNj4KcgLigTHJW","","סט טלית תפילין","סטים רקמה","","","active","","סט טלית תפילין קטיפה עם רקמה בולטת"
"4qEsHmWpKr6szkI2ROWh","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם אותיות בולטות"
"4qvm3aYYTTZsaBrsjnTk","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה עם ריקמה"
"4uTdVZc4YTmmuUg55CMZ","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור שחור – 22 ס""מ"
"4wCAvafKDtPWxwOHbI7S","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם כיתוב ""יברכך"""
"4xPMhcAfvynsC4lPN3ET","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי פשתן – 31×38 ס""מ"
"4xuP8uz2rR4R30hYsuas","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור כסף עם כיתוב ""יברכך"""
"54wjH8Qcyr9b9fMA44PH","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם כיתוב ""יברכך"""
"58BWFNOrLwM5mXasoDvZ","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור אפור ולבן – עיצוב אלגנטי"
"58tYemjyRuQ75PT8DIe9","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור לבן עם עיצוב אלגנטי"
"5APdusAQ8Mle5zKuhUmw","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין שחור עם כיתוב ""יברכך"" בזהב"
"5JeI3VFnSwM15HUlik0D","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד פשתן עם עיצוב אלגנטי"
"5KGfMGgWslvFOOd6P3he","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין קטיפה משי ""יברכך"""
"5N4DdHkPu7hTjzFFBIhQ","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול שחור עם כיתוב ""כתר זה"""
"5UDAv2jd9KLAczzLHRBF","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין פשתן עם גימור מוקפד"
"5Vm7RGDtuyeustUYO6PW","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אלגנטי"
"5daHlOdr4qMYYf4OeLBO","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק לטלית ותפילין דמוי עור"
"5daJ5rnHxeA12AQHJixO","","סט טלית תפילין","סטים בד","","","active","","סט טלית ותפילין בד דמוי פשתן"
"5gK97FJ0lf2eRbWi3Swm","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית פשתן ודמוי עור עם ריקמה"
"5lzgyqxAbVK9NdjXPkPV","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור עם ריקמה"
"5mzYfHmUSl7QF9m3MtVT","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור שחור עם ריקמה"
"5n1XABAntbPAnSL3eLGP","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם אותיות בולטות"
"5oqh2iVOZV7xH0kZDBrB","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור שחור עם ריקמה"
"5srqiLdPNpYWcsvJtwxn","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין בעיצוב אלגנטי – רקמה כסף"
"5vYo7OIqCaNOOuw9onZp","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בטון עם אותיות בולטות"
"5x1YQdKwk4dOLxZjBjw1","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה ואפור עם רקמה"
"5xX38ZBVsfpHOobVorfB","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם אותיות כסף בולטות"
"5yYB6aBkh6tx1qjjLBk2","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בגוון אלגנטי"
"5z86JMDPJWiCwl3xAnnT","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה עם ריקמה"
"69GD7Ca49zWyo6WsZWCT","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור ירוק עם כיתוב יברכך"
"6FgCfs6ImuzICxhZ849c","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור עם ריקמת יברכך"
"6KDgFnoaFDVtvC1YvDmC","","קלף מזוזה","","","","active","L2OQjqGf5p7VGGruvLs6","מזוזה נוסח בית יוסף"
"6LJyx09M7L1Aj98siSNh","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם כיתוב ""שיויתי"" וטלטוג כסף"
"6PT8AA6I7kXu0bjngbyz","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם ריקמה"
"6WoTNKCrivfW7InskKcV","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין קטיפה משי ""האש שלי"""
"6ZocTViMAeNLnDwrnl26","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור"
