id,source,category,subCategory,sku,supplierCode,status,soferId,name
"5NgjwD7kgxtvB2gw8rIh","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן עם פס זהב ואות ש' – 12 ס""מ"
"5WyLf8aeoaR08m2TJKh4","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' מודפסת"
"5cpJUtImTQJ2SZZ63jzs","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית גימור זהב עם שרשרת"
"5ebSTSQHsb7XjWOjmRnv","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון לבנה עם אות ש' זהב – 15 ס""מ"
"5fZMZLj80srqjBCLhDhE","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' – 30 ס""מ"
"5naXqCUOanS4BomyArWO","","מזוזות","מזוזות פולימר","","","active","","מזוזה בגוון בטון עם ריקום רחבה"
"5puBnJ60ttdi46RHIYJL","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבן וכתבתם על – 20 ס״מ"
"5rI83y5IOuj8RiJhni3P","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקוף עם אות ש׳ כסף – 15 ס״מ"
"5uZNNCRqvOT7JHICOtPq","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון עם אות ש' – כסף 12 ס""מ"
"5yVNQNhD9KYviymrQVhN","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל ירושלים עם שרשרת"
"67MUZ1D1By0feLC3PL0u","","יודאיקה","סטים ומארזים","","","active","","סט חאלקה מלא בצבע אבן"
"6SxYfuyefTihOn5IAuv0","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' – 12 ס״מ"
"6UKnrgRgn08d7hllH8Jp","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק פסים כסף עם אות ש' – 12 ס״מ"
"6mfI5sLYM4OAmxUVQCti","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה 12 ס""מ"
"711AIdSdkuqFQfsKmxGw","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון בעיצוב שיש עם אות ש' כסף"
"72Bo7LmozA2l6p8kPiXF","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון ברכת הבית בעיצוב כותל"
"77bRrCQ5fK78e7JDiw9R","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה עם אות ש' – 25 ס""מ"
"7GE8JbvWWNLqqhRuRiPP","","מזוזות","מזוזות פולימר","","","active","","בית מזוזה בטון שחור שין זהב"
"7GOHGsSZKMPZo2EoHDyX","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ אפור כהה ""ש"" מתכת..."
"7GXo9pdv5uqzHWA36w9P","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית גימור זהב עם שרשרת 21 ס""מ"
"7OQlg87zenl5xcr0Nn4n","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' – 20 ס""מ"
"7Slrm12VXh2jd5V0npkf","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה – לבן 12 ס""מ"
"7Y1vNxp7nfQ0fhIc9Y89","","יודאיקה","יודאיקה כללי","","","active","","ניילון לטלית גודל 6"
"7nSFCbDezd6kUABndCkF","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון לבנה עם אות ש' זהב – עיצוב רחב"
"7rnepnSv3mRaz2Ko6aar","","יודאיקה","יודאיקה כללי","","","active","","מחזיק טלית דמוי עור בעיצוב כתר"
"7yvVOwNR9jsP0HoFm5js","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בגוון בטון – 25 ס""מ"
"7zuhjdRrN31pYPkGP8Ce","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק גוון עץ פקק – 12 ס""מ"
"841pt9jdKqZv48rz9DM2","","יודאיקה","שבת","","","active","","נרתיק קלאצ' האש לבן מפיו עם עיצוב אלגנטי"
"88s84Tts8UJ6mMiI4aRo","","מזוזות","מזוזות פולימר","","","active","","מזוזה קיר פולימר בטון עם אות ש בולטת וציפוי זהב"
"8DdXIRnTHf1xqTX2SPmw","","יודאיקה","יודאיקה כללי","","","active","","טלית צמר רחלים עם ברכת כהנים וכתר מוזהב"
"8J8sBLZKLAA8jEbmSaBG","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' להבה – 25 ס""מ"
"8gcdDgDrHMjWPgAoBtL9","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש' שקועה עם 7 ברכות – 20 ס""מ"
"8r2eFUAlsKUXySFKEQqq","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עץ כחול שמיים עם אפוקסי"
"8wTh94RLbN4oBelOUmW4","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' – 15 ס""מ"
"91hVVozbSfDiAX6V5u9R","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקוף עם אות ש' כסף – 12 ס""מ"
"91xBEoiG2SZ04ovqgHm8","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית זהב עם שרשרת"
"92zxpbWeQEsz2sYZhWIC","","מזוזות","מזוזות פולימר","","","active","","מזוזה עץ שחור ואפור – עיצוב אפוקסי"
"97fBwiWTmp4e1E0XybaJ","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבן פנינה"
"9Gj5M5uHQ9j8HJCmkP4l","","מזוזות","מזוזות קריסטל","","","active","","מזוזה קריסטל מהודרת"
"9qDSUA6lN4KhWZTuklS8","","מזוזות","מזוזות מתכת","","","active","","מזוזה לרכב מתכת ניקל עם דגם חושן – 6 ס""מ"
"9rbayT4Fl6JZIWNFK9He","","מזוזות","מזוזות אפוקסי","","","active","","בית מזוזה אפוקסי לבן מודרני"
"A5Syv1DTuDOl4VWcMvY4","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש' בזהב מבריק"
"A5ZCaJI5xXU0Ly15x71H","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן – 12 ס""מ"
"A96GBbPaUwtACfKpzygY","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן עם פס כסף – 12 ס""מ"
"AHKqELotKsFh4cScewmM","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' – 12 ס""מ"
"AOqOcSYHrn4eXW2c7o15","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום אפור כהה עם אות ש' – סגירה גומי"
"APWyygxApEFYoAEuXK2m","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' – עיצוב חמסה"
"AkWWi5xGq9yQCmC8uGPu","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" ""כותל"" 25 ס""מ"
"AxEfhT7CaTI2p3EsCG49","","מזוזות","מזוזות פולימר","","","active","","מזוזה שיש גס לבן עם ציפוי זהב – 12 ס""מ"
"B3hedtD3fd4J7LMMx9Dd","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום אפור 12 ס""מ עם אות ש'"
"B8Q17GcLWKiQNN2MgOIL","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם כיתוב ""ברוך אתה"" – 15 ס""מ"
"BCgo5fm7TAG3KfkUbrWv","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחורה עם אות ש' מודפסת – 7 ס""מ"
"BFuvsFPQwMwA7FSUPII3","","יודאיקה","שבת","","","active","","נרתיק קלאצ' האש בטון בעיצוב פיו מעוצב"
"BGgPo1G11vN57sGuGfbD","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם דמות ירושלים"
"BHTFgalQkJrCcYuhrLxm","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט עם אות ש' – 10 ס""מ"
"BV3Ltj1FEN1URMvhKvQg","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""וכתבתם על..."" פולימר לבן 15סמ"
"BVZTSlESgN9jNeIOux6t","","יודאיקה","יודאיקה כללי","","","active","","תיק מפואר לטלית דמוי עור כחול אותיות בולטות ""יב..."
"BoOXFSfBnSzOWjjujybl","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' ותיבת שמע ישראל – 12 ס""מ"
"C2snCpPIFIPkY6ojme0e","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית גימור זהב עם שרשרת 21 ס""מ"
"CAkRAxxHsgbK25fv7JDs","","מזוזות","מזוזות פולימר","","","active","","מזוזה שיש גס לבן עם ציפוי כסף ואות ש'"
"CCfN1PMWIhnyEf8mxXna","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומניום 15 ס""מ כסף מט פרופיל מיוחד..."
"CJOY5e0HLVEsLL7ipyz7","","יודאיקה","יודאיקה כללי","","","active","","תיק מפואר לטלית דמוי עור ""יברכך""31X38 ס""מ"
"CO4mGXYP64NO7JQT5jq8","","יודאיקה","יודאיקה כללי","","","active","","מחזיק טלית דמוי עור בעיצוב כתר"
"CWDsH321PIVHm947lEZs","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שחורה עם אות ש' כסף ופקק גומי"
"CwFUyG6s9RHcFN0FGZVN","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום זהב מט עם אות ש' – 12 ס""מ"
"DBQWfQ6yd4IlXB4B6F06","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' וכסף"
"DKsr2sdsH8FbAuAv062g","","יודאיקה","יודאיקה כללי","","","active","","סידור תפילה עדות המזרח בכריכת חום בהיר"
"DQloOKZiO7S1Z9EbvnUH","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף וזהב עם אות ש' – 15 ס""מ"
"DUEHltkenAUixhgmepEU","","כיפות","","","","active","","כיפה בעיצוב אישי כולל ביטנה כולל רקמה "
"DkUxuOTpstr6mTCptQh9","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום אפור כהה עם אות ש' – 15 ס""מ"
"DuQh4UkNbZPUi0s6ghqI","","מזוזות","מזוזות פולימר","","","active","","מזוזה עץ עם אפוקסי בגוון כחול שמיים"
"E9Goz7Ete2y7oRkycxS0","","יודאיקה","יודאיקה כללי","","","active","","ניילון לטלית בגודל 5 – 41X36 ס""מ"
"EFYPLWQGS8ccFL42lXb8","","מזוזות","מזוזות מתכת","","","active","","מזוזה מתכת לרכב 6 ס""מ ניקל ""ירושלים"""
"EHOTZosdAeytyXjMLFgY","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום כסף מט עם אות ש' – 12 ס""מ"
"EI5KByEVpg9SDwQcsTae","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק בגוון עץ פקק עם גומי – 15 ס""מ"
"EMHlCZ0Tvq3aQevHZj9v","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון אפור 20 ס""מ"
"EXoLTb9C0bVeRalaD1ta","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" פסים כסף 30 ס""מ ""כותל"" ""ש"" כסף עם עם פקק..."
"EyyWFJnwkUoSsYFCEjlN","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל עם שרשרת"
"F0lf258jbgjaxfc51meu","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון לבן – ברכת הבית"
"FHiY0kEo4lmF2THIqLeY","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' זהב מבריק בגב שחור – 20 ס""מ"
"FK0yaNwyqxt7io0J0uHO","","כיפות","","","","active","","כיפה פשתן צבע בז' עיצוב אישי והדפסה "
"FQWIYuIXkWtzra0Lcegr","","מזוזות","מזוזות פולימר","","","active","","מזוזה ברכת הבית בצבע לבן – 15 ס״מ"
"Fap7ykJ6PyLAI2QCsbgx","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית זהב עם שרשרת"
"GANILLKK6zvFHLwpaN63","","כיפות","","","","active","","כיפה פשתן צבע כחול רויאל עיצוב אישי והדפסה"
"GOvAV1s8C4sm6C5s74gy","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""ברכת הבית"" פולימר בטון לבן – 20 ס""מ"
"GUKvTCGQNmoEndT5rYO6","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם חמסה – 20 ס""מ"
"GcN1S2qd7ZoXRhWMf5F8","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט עם אות ש' – 15 ס""מ"
"GlxvOYHNxTs5hFvWskHp","","מזוזות","מזוזות פולימר","","","active","","מזוזה בעיצוב סמנט בטון לבן רחבה"
"Gs0vr8XK0IsnP9Gv24gI","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" רחבה גוון בטון ""ש"" להבה כסף 25 ס""מ..."
"H5Kyo7Cf1LIMOQ9awbIN","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק ירושלים לבנה – 15 ס""מ"
"HPIEfCgMlf55Upx35ciy","","יודאיקה","יודאיקה כללי","","","active","","תיק מפואר לטלית דמוי עור לבן אותיות בולטות..."
"HU2YReFGBCexCqrAvhKN","","יודאיקה","סטים ומארזים","","","active","","סט חאלקה מהודר לבן עם הבלטה"
"Hv0Q9xm2rHy90jL92Xrp","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומניום 15 ס""מ ש מתכת ""שמפניה"""
"HwVdqSQ0Br4FZ7UmmVQx","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" ""ש"" 12 ס""מ"
"HwshvN1yH5UiKgv9jtwY","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 12 ס""מ כסף מנוקד ""ש"" מודפסת ללא..."
"I0EC24vbsnQ7jjw81Zqw","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל עם שרשרת 21 ס""מ"
"I1DNyZKYuk4oMA8ytNDz","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" פסים כסף 15 ס""מ ""כותל"" ""ש"" כסף עם עם פקק..."
"ICBNnNxkHYZAnt8fmsAO","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון שחור עם אות ש' בזהב – 12 ס""מ"
"IHTSVRrcRTGq1jl4Hwld","","מזוזות","מזוזות זכוכית","","","active","","מזוזה זכוכית בועות עם פקק סיליקון – 20 ס""מ"
"IIPMPRkTjMbyXoWzIVIC","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר חמסה עם אות ש – 12 ס""מ חול"
"IYmkwM59DS0Gf6WtF5BR","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש' עם חמסה בגוון חול"
"IcNahU2myPHSh0VChl7V","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון ברכת הבית אפור"
"IqLY1x7UfmJ0fONwHAPX","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 10 ס""מ ""ש"" מתכת פרופיל מיוחד..."
"IufGi8OREWj3Cx3NP1HA","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש' ו-7 ברכות – 12 ס״מ"
"IwuLu6PR24v1V02XF7Pu","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון לבנה עם אות ש' וזהב – 12 ס״מ"
"J1mBguCFt9QLuqyGB3Qg","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה 12 ס""מ ""ש"" כסף עם פלקטה ופקק..."
"JA8QYt1t3oBBPTGcCl3O","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל עם שרשרת"
"JEi1uRqEB8w5owXyN1iA","","יודאיקה","יודאיקה כללי","","","active","","תיק מפואר לטלית דמוי פשתן ""יברכך"" 31X38 ס""מ..."
"JMm0QuyOBEornkH7U067","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון ""ש"" 30 ס""מ"
"JS3RN65VJNDnAVT5l3Vn","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עיצוב כותל – 12 ס״מ"
"JSBHWcWTi7GNg75rKXrR","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל עם שרשרת"
"Jc8hrelPTRuXBvADnjmT","","מזוזות","מזוזות מתכת","","","active","","מזוזה מתכת ניקל בעיצוב ירושלים – 15 ס""מ"
"JcDs98AwA81O03gunXOw","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון שיש לבן גס עם ציפוי כסף"
"JnLuYVvwff61bfJVEbTG","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם מסגרת וכיתוב ש' כסף – 15 ס""מ"
"JrRQzjG0Cm1pGA4zkjUQ","","מזוזות","מזוזות מתכת","","","active","","מזוזה מתכת 15 ס""מ גימור ניקל ""כתר"""
"Jrl0p4YWSAsaXBZcll4J","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 15 ס""מ אפור כהה ללא חורים ""ש"" מודפ..."
"K30t5fUwVIxg1aO8WN1V","","מזוזות","מזוזות אפוקסי","","","active","","בית מזוזה אפוקסי כחול"
"K7hJZsa3QuwYYrt0OXBB","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 12 ס""מ שחור מט ""ש"" מודפסת"
"KNW2UBhghNRT6YlWd3uq","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחורה עם אות ש' – 10 ס""מ"
"KVjUgMElaDCSQEtBHmIw","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה – אות ש' כסף מבריק – 12 ס""מ"
"KWGCnIMU4to4gzBr9Zo6","","מזוזות","מזוזות פולימר","","","active","","מזוזה בסגנון בטון שחור – אות ש' בזהב – 25 ס""מ"
"KYhlXiTPxz4fvmsFU02S","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 15 ס""מ בעיצוב תלת מימדי – פסים לבנים"
"KmN6Ggw5fixDToHOyNgV","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון דוגמת כותל – 15 ס""מ"
"KmqdbUSU2PXbPcSZfFee","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם נצנצים – אות ש' כסף"
"KtcGgx88jUeHjuhUWUC4","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 15 ס""מ לבן ""ש"" מודפסת"
"Kx9bcRYt1BK1XMBdJcDX","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' – 15 ס""מ"
"LrkH1v7NvFeOrsBndFXJ","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט – 7 ס""מ"
"Lrq6Gn3pviBjPdDMdGLX","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' בנצנצים כסף – 12 ס""מ"
"LyoTGR36aslOpIedc8LU","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר"" ""כותל"" 20 ס""מ"
"M4p5WGWSnngcp7GNcgHK","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' כסף – 20 ס""מ"
"MCDPohkphTFNQYMbmTRP","","יודאיקה","יודאיקה כללי","","","active","","סידור תפילה ג'אמס חום לגבר"
"MD35bfD3U116RaxK2JAZ","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון עם אות ש' כסף – 12 ס""מ"
"MbyhTkAEcLr4DV49JoVJ","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר אות ש' עם פסוק שמע ישראל"
"NNtg15pcEEadRcl0ehKs","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה עם אות ש׳ ופס כסף – 12 ס״מ"
"NQ3hivCCXFk9SqDi2orO","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון בסגנון מודרני – 20 ס״מ"
"NZhecyiJCv5URCHcDTPF","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש שקועה כסף מבריק 20 סמ לבן"
"NbzCphCCsrsOasUP715V","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש שקועה זהב מבריק 15 סמ שחור..."
"Nhqf4bNjRvy9HPtHAJrl","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום בגוון שמפניה עם אות ש' – 12 ס""מ"
"Nktxd59VXO4R123CmEmC","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' וקישוט כסף – 15 ס""מ"
"NruOdKWuyZb72tM5m4EP","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחורה עם אות ש' – 15 ס""מ"
"O0hHF4HqzeDnt6MiIOdo","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' כסף – 15 ס""מ"
